Date 	City 	State 	Shape 	Duration 	Summary 	Posted
7/26/16 23:10 	Aiken 	SC 	Unknown 	1 minute 	Small, rapid blinking, fast moving lights. 	8/2/16
7/26/16 23:00 	Bellingham 	WA 	Light 	2-3 minutes 	Not sure what I just witnessed but it was very unusual. I just took my dog out for his last bathroom run when ai noticed a light that a 	8/2/16
7/26/16 22:48 	Missoula 	MT 	Light 	5 minutes 	Different sized and colored orbs of light chasing into space. 	8/2/16
7/26/16 22:35 	Largo 	FL 	Light 	30 seconds 	I was looking to the west and out of nowhere a bright light appeared, moving slowly, couldn't see any form or shape around it. 	8/2/16
7/26/16 22:30 	Diamond Lake 	OR 	Triangle 	2 hours 	Two objects seen in central Oregon. 	8/2/16
7/26/16 21:45 	Kingman 	AZ 	Circle 	
	2 large balls of light in the southern sky, lasted for only a few seconds. 	8/2/16
7/26/16 21:38 	Poplar 	MT 	Unknown 	20 minutes 	Extremely bright super fast flashing lights up in the atmosphere performing sharp degree turns. 	8/2/16
7/26/16 21:21 	Mechanicsburg 	PA 	Light 	20 minutes 	Bright blue/vivid purple blue light over Mechanicsburg, PA, area, 7/26/16, 9:30 p.m.. 	8/2/16
7/26/16 21:05 	Sheridan 	WY 	Circle 	:20 	White circular doughnut-like object with flashing red and white lights slowly moving up and away 	8/2/16
7/26/16 20:00 	Lebanon 	TN 	Light 	~10 minutes 	Bright light in sky. 	8/2/16
7/26/16 12:45 	Blaine 	MN 	Other 	Seconds 	Cloaking aircraft. 	8/2/16
7/26/16 10:00 	Half Moon Bay 	CA 	Circle 	30 minutes 	Bright light in sky, moving and hovering, took off fast. 	8/2/16
7/26/16 05:30 	State College 	PA 	Light 	1 minute 	Three white lights in a vertical formation, northeast of State College 	8/16/16
7/26/16 04:54 	Livonia 	MI 	Light 	5 minutes 	Slow floating led star like bright light. Slowly moved west to east over sky, as high as the stars. No flashing light like sattelite, j 	8/2/16
7/26/16 02:32 	Newbern 	TN 	Oval 	5 seconds 	I seen this big green ball of fire. 	8/2/16
7/25/16 23:15 	Plano 	TX 	Circle 	4 minutes 	I was out walking at night over at the park. I rounded a corner and started walking down a hill when I noticed two bright orange color 	8/2/16
7/25/16 22:30 	Ashburn 	GA 	Circle 	Until unseen 	Looked like a star, at first. When it started to serpentine I used the stars to follow its movement to ensure it wasn't a heavenly body 	8/2/16
7/25/16 22:30 	Auburn 	CA 	Triangle 	2 minutes 	Two (possibly three) extremely bright lights, on huge, low-flying, object. Lights brightened and dimmed, object suddenly disappeared. 	8/2/16
7/25/16 21:43 	Madison 	WI 	Triangle 	15 minutes 	It was hovering, not moving for a while then slowly started crossing the lake. It came closer and was a triangle. We saw two lights, th 	8/2/16
7/25/16 21:26 	Rock Falls 	IL 	Light 	10 minutes 	Bright white light moving in a weird pattern. 	8/2/16
7/25/16 21:10 	Amesbury 	MA 	Sphere 	5 	8-12 steady whitish-yellow and red lights low in the sky (no osund heard). 	8/2/16
7/25/16 20:50 	Mukwonago 	WI 	Light 	5 minutes 	White light slowly ascending then slowly fading. 	8/2/16
7/25/16 20:30 	Phenix City 	AL 	Triangle 	1-2 minutes 	V-shaped objects in the shape of a W hovering over wal mart. 	8/2/16
7/25/16 20:30 	Topsail 	NC 	Circle 	45 	Two balls of light on beach and over ocean 	8/2/16
7/25/16 17:30 	Providence (Olneyville) 	RI 	Other 	2 minutes 	Walked out with dog and observed a dark craft overhead. No lights. Thought it could be a drone, but too large. 	8/2/16
7/25/16 01:25 	Fulton 	NY 	Light 	~5 minutes 	Fast moving bright lights over south of Fulton, followed til vanished. 	8/2/16
7/25/16 01:00 	Lincoln 	NE 	Light 	25 minutes 	2 lights seen on horizon in Lincoln Nebraska. 	8/2/16
7/24/16 23:45 	Vantage 	WA 	Unknown 	30 minutes 	30 minute lapse in memory, hallucinations, nose bleeds and astronomical anomalies. 	8/2/16
7/24/16 23:30 	Eden 	ID 	Fireball 	3 seconds 	Anyone else seen it? 	8/2/16
7/24/16 23:00 	Port Townsend 	WA 	Flash 	1 second flashes 	I saw flashes of light above me that would appear for any tiny fraction of a second, then be gone, only to reappear again either in 	8/2/16
7/24/16 22:50 	Centennial 	CO 	Triangle 	1 minute 	I saw one low flying craft with 3 dim red/orange lights. Triangular shape with 1 light on each corner. 	8/2/16
7/24/16 22:30 	Gimli (Canada) 	MB 	Light 	3 minutes 	Two bright red lights seen after dark, moving slowly across the beach, over the lake, and then rapidly diminishing into distance. 	8/2/16
7/24/16 22:24 	Hollister 	CA 	Fireball 	1 hour 	RED LIGHT SOUTH OF HOLLISTER 10:23PM. 	8/2/16
7/24/16 22:00 	New Braunfels 	TX 	Other 	3 seconds 	Mysterious intense red glow lights up area 	8/2/16
7/24/16 22:00 	Franklinton 	LA 	Unknown 	20 minutes 	I was watching the RNC on tv when I heard a loud humming noise. I listened as it got louder and louder. It got so loud that I couldn't 	8/2/16
7/24/16 21:20 	Antelope 	CA 	Flash 	>1 second 	Moving and stationary blue white light, low in sky 9:20 pm. 	8/2/16
7/24/16 20:15 	Centerville 	MA 	Light 	10 minutes 	Observed across Lake Wequacket (Centerville MA) a bright vertical line dropping from the Western Sky, just after sunset. The line elo 	8/2/16
7/24/16 20:00 	Farmville 	VA 	Other 	90 seconds 	A hovering square craft with blue/white lights silently, smoothly flew (?) away after a bright, red triangle light engaged.(anonymous) 	8/2/16
7/24/16 20:00 	Vacaville 	CA 	Teardrop 	3 seconds 	On July 24th evening, last night I was sitting outside in my hot tub in my backyard. I was gazing up at the night sky. We have a lot of 	8/2/16
7/24/16 18:30 	Butte 	MT 	Disk 	3 hours 	Object hovered in same area of sky for over 3 hours. 	8/2/16
7/24/16 15:00 	Portland 	OR 	Other 	1 hour 	Dark grey box floating in the air near PDX airport. 	8/2/16
7/24/16 12:20 	Galilee 	RI 	Light 	Seconds 	E of Galilee we saw this orange colored light low in the sky it went to the R, then L, then R, then straight away.((anonynous report)) 	8/2/16
7/24/16 11:00 	Thornton 	CO 	Rectangle 	2 minutes 	Black rectangle glided across the sky at 100 to 200 feet in elevation over a residential neighborhood in broad daylight. 	8/2/16
7/24/16 11:00 	Quincy 	MA 	Triangle 	5 minutes 	As I am waiting outside for my car to come out of the washing bay I look 	8/2/16
7/24/16 03:30 	Kingston 	NY 	Other 	5 minutes 	Slow moving, glowing white rectangle with rounded ends and blinking lights at one end. 	8/2/16
7/24/16 02:50 	Issaquah 	WA 	Light 	90 seconds 	Small, steady point of light made an impossible maneuver 	8/2/16
7/24/16 00:45 	Hamilton (Canada) 	ON 	Disk 	10-15 seconds 	It was approximately 12:45 am (00:45) in Hamilton, Ontario, Canada, when I heard a faint whirring sound coming from outside. I was sit 	8/2/16
7/24/16 00:15 	Toledo 	OH 	Changing 	1 minute 	Three red spheres flying low in V formation over I-75 North Toledo, Ohio. 	8/4/16
7/24/16 00:00 	Severna Park 	MD 	Other 	Unsure 	((HOAX??)) I could not aee the outside of the ship, but I know I was in one. ((anonymous report)) 	8/2/16
7/23/16 00:00 	Maple valley 	WA 	Flash 	3 ish a.m 	Super bright light, silent ,continuously ever 5 minutes . 	8/2/16
7/23/16 23:00 	Massillon 	OH 	Fireball 	
	5 bright orange/red orbs coming from the north to southwest approximately 2 minutes apart. No noise and traveling pretty quick. Disappe 	8/2/16
7/23/16 22:50 	Pittsboro 	NC 	Light 	5 seconds 	We did not get a very good look at this object. I am only reporting this in case someone who got a better look does also so that their 	8/2/16
7/23/16 22:35 	Kure Beach 	NC 	Changing 	45 seconds 	Orange and yellow elongated fireball looking object. 	8/2/16
7/23/16 22:30 	Granada Hills 	CA 	Formation 	10-15 seconds 	A strip of green lights in a lateral row, moving sideways and hovering at first, then rotating as if to show off, darted then disappear 	8/2/16
7/23/16 22:25 	Mexico 	NY 	Sphere 	10 minutes 	Orange/redish sphere hovering 1 mile away, dimmed and disappeared shooting upwards made no sound 	8/2/16
7/23/16 22:20 	Rocklin 	CA 	Fireball 	Less than a minute 	Bright blue light flashed and moved slowly only to disappear again. 	8/2/16
7/23/16 22:15 	Mount Vernon 	WA 	Triangle 	>1 minute 	Shimmering object gliding across the sky much faster than any aircraft. 	8/2/16
7/23/16 22:10 	Commerce Township 	MI 	Formation 	3 minutes 	Saw 9 orange / yellow colored lights in west sky, moving slowly in formation towards the north. 	8/2/16
7/23/16 22:00 	Alma Center 	WI 	Light 	4 minutes 	Bright slow moving light. 	8/2/16
7/23/16 21:30 	La Quinta, Indian Wells, Palm Desert 	CA 	Light 	15 minutes (approx) 	Dozens of bright star-like orbs moving together rapidly across the sky. ((anonymous report)) 	8/2/16
7/23/16 21:30 	Palm Desert/La Quinta 	CA 	Circle 	12 minutes 	My wife and I driving home and I almost t slammed on the brakes. She said, "Don't worry, they're just stars." We pulled over, 	8/2/16
7/23/16 21:25 	Palm Desert 	CA 	Light 	10 minutes 	Clear evening when a scattering of objects (lights) started moving from east to west all together, quite fast; no noise. 	8/2/16
7/23/16 20:30 	Palm Desert 	CA 	Light 	10 	July 23, 2013, Palm Desert UFOs. 	8/2/16
7/23/16 18:05 	Lake Charles 	LA 	Sphere 	20 minutes 	Fast moving planet or other celestial object? Read and personally view yourself at earlier times 	8/2/16
7/23/16 17:54 	Bristol 	RI 	Rectangle 	3 minutes 	Bright reflective yellowish rectangular object larger than a plane. 	8/2/16
7/23/16 17:50 	Ritzville 	WA 	Changing 	~3-5 minutes 	2 crafts one heading north the other heading from north to south west while changing shape 	8/2/16
7/23/16 17:45 	Canton 	OH 	Circle 	>3-4 minutes 	Sitting on porch, orange colored ball traveling NNE to SSW. Went across the sky at great speed and disappeared. 	8/2/16
7/23/16 17:26 	Marlton 	NJ 	Triangle 	3 minutes 	Marlton, NJ, 07/23/2016 - 5:26pm While building my deck i felt a drop of rain and gust of wind. I looked up to see if we were going to 	8/2/16
7/23/16 14:00 	Eugene 	OR 	Cigar 	3-4 minutes 	Translucent object observed flying in the clear, blue afternoon sky. 	8/2/16
7/23/16 03:30 	LaBelle 	PA 	Unknown 	5-7 minutes 	The object that came from the river was admitting sparks from the bottom. 	8/2/16
7/23/16 03:00 	Atmore 	AL 	Rectangle 	5-7 minutes 	I was driving through atmore alabama on thier hwy and there was suddenly a huge metal rectangular object coming directly towards my car 	8/2/16
7/23/16 02:00 	Caroline (Canada) 	AB 	Triangle 	20-30 seconds 	Equilateral triangle of lights few overtop of us, twice. ((anonymous report))((NUFORC Note: Sighting of ISS. PD)) 	8/4/16
7/23/16 00:00 	Richmond 	KY 	Flash 	10 seconds 	This was not like anything I have seen in sky. 	8/2/16
7/22/16 00:00 	Candler 	NC 	Other 	5 minutes 	"U" shaped UFO, made of light, over Candler, NC. 	8/2/16
7/22/16 23:00 	Madera 	CA 	Triangle 	13 seconds 	3 bright white lights on triangler shaped obj.. Obj. was seen flying over Hwy 99 N, between Madera and Fresno Co. ((anonymous report)) 	8/2/16
7/22/16 22:00 	Cornelius 	NC 	Light 	5 seconds 	A bright round light burst in the sky from nowhere. No sound. Appeared to be just behind and above the treeline. Like a sun. 	8/2/16
7/22/16 22:00 	Farmington Hills 	MI 	Fireball 	30 seconds 	Orange/red "fireball," passing west to east, with no noise, and seemed to be quite high in the sky..not an airplane! 	8/2/16
7/22/16 20:15 	Walla Walla 	WA 	Cigar 	15-20 minutes 	White and glowing about 50 ft from the skyline. After about 15 minutes it started descending rapidly towards the ground and disappeared 	8/2/16
7/22/16 20:00 	Delta 	UT 	Light 	5-8 minutes 	Hovering light in the sky that left a trail of light behind it. 	8/2/16
7/22/16 18:45 	Pittsburgh 	PA 	Cylinder 	2 minutes 	Shiny capsule-shaped object seen over Pittsburgh 	8/2/16
7/22/16 10:00 	Mobile 	AL 	Other 	3 minutes 	Follow up of the rumble heard in Daphne, Al. Reported on 7/22/16, WKRG news 5 reported that thousands of people heard the rumble. 	8/2/16
7/22/16 02:45 	Las Vegas 	NV 	Light 	3 seconds 	Bright white light streak, traveling at a extremely high rate of speed. Vanished into thin air. ((anonymous report)) 	7/22/16
7/22/16 01:30 	Sedona 	AZ 	Light 	1 second 	Flash of white ball of light. 	7/22/16
7/22/16 01:03 	Billings 	MT 	Oval 	5 minutes 	An oval-shaped craft doing circles for about two minutes; later, there was a string of lights outside my house. ((anonymous report)) 	7/22/16
7/22/16 01:00 	Oakmont 	FL 	Flash 	a long time 	Repeated circular flashes of light in the sky in southern Florida. 	8/2/16
7/22/16 00:25 	Kingsport 	TN 	Other 	2 minutes 	I was standing on my porch when I noticed a fast moving light. At first I thought it was a lightning bug, but then watched it move. 	8/2/16
7/22/16 00:20 	Bangor 	ME 	Circle 	2 minutes 	Circular structure in sky, blue and green light. Vanished in thin air. 	7/22/16
7/22/16 00:10 	Renton 	WA 	
	3 hours 40 mins 	After midnight I was on my way home from work, I was driving from the Fairwood neighborhood in Renton, WA. I was driving down Benson Rd 	7/22/16
7/22/16 00:00 	Seattle 	WA 	Unknown 	3 hours 	Strange flashes of light on a clear night in Sno-King area of WA. 	8/2/16
7/21/16 23:20 	Clermont 	FL 	Other 	5 minutes 	Sitting on my third floor deck, I was watching what I assumed to be a plane. At first, all I could see was a bright red light. Suddenly 	7/22/16
7/21/16 23:00 	Missoula 	MT 	Formation 	2:00 	Three lights in sky rapidly moving away from one another from a single point. 	7/22/16
7/21/16 22:45 	Daphne 	AL 	
	8-15 minutes 	There was a strange low, slow traveling rumbling noise over Daphne, Alabama last night. 	7/22/16
7/21/16 22:30 	Bozeman 	MT 	Flash 	Seconds 	Reddish-white single flash of light. 	8/2/16
7/21/16 22:18 	Hamilton Square 	NJ 	Light 	40 seconds 	3 bright symmetric lights observed directly overhead moving NE to S. Motion stopped lights changed color and disappeared overhead. 	7/22/16
7/21/16 22:10 	Spanish Fort 	AL 	Triangle 	3 minutes 	Loud and very deep noise, coming from a very dark object with three lights in the sky. 	7/22/16
7/21/16 22:00 	Ocean City 	MD 	Fireball 	5 minutes 	Bright round red light in the sky traveling north went so far then disappeared. ((anonymous report)) 	7/22/16
7/21/16 22:00 	Phoenix 	AZ 	Circle 	Seconds 	OBJECT CROSSED THE SKY SO FAST, LIKE IT WAS HURLING TOWARD THE GROUND, BUT DISAPPEARED INSTEAD. 	8/2/16
7/21/16 21:00 	Mobile 	AL 	
	2-3 min 	Very low deep rumbling noise from the sky,but no airplanes in sight. 	8/2/16
7/21/16 20:50 	Buckeye 	AZ 	Light 	5 seconds 	Fast moving light in Buckeye, AZ. 	7/22/16
7/21/16 20:00 	Camp Verde 	AZ 	Light 	8-15 minutes 	Multiple lights, moving horizontally and vertically with no sound. 	7/22/16
7/21/16 15:00 	The Dalles 	OR 	Other 	30 seconds 	Bright shimmering object, not too high above ground level. Looking and moving like flying saucer right out of science fiction. 	8/2/16
7/21/16 10:30 	South Kingstown 	RI 	Unknown 	10 minutes 	Sickly, sweet smell permeates the air with no discernible cause. My dog's barking was an alert. 	7/22/16
7/21/16 09:15 	Oswego 	IL 	Rectangle 	1 minutes 	This was an object that was a rectangular shape with blue on the outering of it and then red and white on the inside of it. 	8/2/16
7/21/16 03:00 	Richland 	WA 	Unknown 	1 hour 	There were jets flying over our house (North Richland) continuously for one hour. Was woken up by my dogs barking and then heard the j 	7/22/16
7/21/16 02:00 	Norwood Young America 	MN 	Oval 	1 minute 	Bright white light at night in corn field. 	7/22/16
7/21/16 01:00 	Oceano 	CA 	Disk 	Hour 	Above the coast and out in the distance there were multiple crafts. All were slightly shifting as they hovered some more active than ot 	7/22/16
7/20/16 23:20 	Culver City 	CA 	Fireball 	4 seconds 	Bright fireball looking object gliding down, then vanishing after 4 seconds, and it appeared to be very low in the sky. 	7/22/16
7/20/16 23:00 	Rahway 	NJ 	Light 	7-10 seconds 	Quickly moving bright light over Linden, NJ. 	7/22/16
7/20/16 22:15 	Springfield 	MO 	Fireball 	5 seconds 	Large ball of fire streaks over Missouri's night sky. 	7/22/16
7/20/16 21:45 	Marion 	VA 	Triangle 	3 minutes 	Triangle shape with one red light in center flying low, slow, and quiet over wooded, mountainous area. 	7/22/16
7/20/16 20:52 	Daytona Beach 	FL 	Sphere 	90 seconds 	Saturn like object hovering 1/2 mile away. Bright blinking colored lights. Hovered then turned south and moved away slowly then VERY fa 	8/2/16
7/20/16 04:23 	Fayetteville 	NC 	Flash 	20 minutes 	Unknown jerky flying red and blue flashing object seen high in the sky. 	7/22/16
7/19/16 23:30 	Chunchula 	AL 	Circle 	Over my house 	White round in the air for 30s; no noise or nothing it was about 200 ft off the ground, flying over my house and cow pasture. 	7/22/16
7/19/16 22:00 	Lakewood 	WA 	Triangle 	10 seconds 	3 colored lights that changed direction 	7/22/16
7/19/16 21:15 	Vergennes 	VT 	Fireball 	7-10 minutes 	2 bright reddish-orange fireballs seen flying in a unique flight path not seen by usual aircraft. 	7/22/16
7/19/16 20:16 	McKinney 	TX 	Light 	~3 minutes 	High altitude light. 	7/22/16
7/19/16 20:15 	Daytona Beach 	FL 	Unknown 	10 seconds 	Very bright silver object vanished from sight. 	7/22/16
7/19/16 17:00 	Peru 	IN 	Other 	Weeks 	Some silver cigars and some black oval. . Some look like black triangle clouds. ((anonymous report)) 	7/22/16
7/19/16 16:39 	Lincoln City 	OR 	Circle 	
	Unknown circular object caught on photo. Unknown what it is. 	7/22/16
7/19/16 05:20 	Yuma 	AZ 	Disk 	30 minutes 	Orange saucer vanished and left a black trail leading down to the surface of the Earth. 	7/22/16
7/19/16 02:00 	Owego 	NY 	Light 	over a half hr watched... 	Object with multicolored lights, 2 times in the last 2 weeks staying in one spot in the sky for a long period of time 	7/22/16
7/19/16 00:10 	Phoenix 	AZ 	Cylinder 	45 seconds 	Strange red lights in Phoenix Sky, just now. 	7/22/16
7/19/16 00:05 	Everett 	WA 	Light 	6 minutes 	Orbs over the Snohomish Valley in July, again! 	7/22/16
7/18/16 23:50 	Texas City 	TX 	Other 	30 minutes 	Saw a gold Y shaped stationary light in the Western sky around midnight. 	7/22/16
7/18/16 22:10 	Mytle Beach 	SC 	Cylinder 	30 	My family saw a total of five orange lights that appeared. ((anonymous report)) 	7/22/16
7/18/16 21:56 	Shallotte 	NC 	Changing 	15 minutes 	Orange-ish lights in the sky, sitting still, then shifting off into smaller lights. 	8/2/16
7/18/16 21:50 	Holden Beach 	NC 	Light 	10 minutes 	Four orange then two separate groups of 5 white lights in each group moving uniformly off the Holden Beach, NC, coast. 	7/22/16
7/18/16 21:30 	Surfside Beach 	SC 	Disk 	30 sec 	My wife and I plus two other people were walking on the beach when we seen a group of orange to green lights. They appeared to circle o 	7/22/16
7/18/16 21:30 	Yukon 	OK 	Unknown 	~2 minutes 	2 large orange lights in Yukon sky 	7/22/16
7/18/16 21:15 	Lower Haines City 	FL 	Unknown 	steady route North 	The object I saw was as small as the stars out tonight, the size of a pin head, moving in a very straight line, which seemed too small 	7/22/16
7/18/16 21:00 	Gunnison 	CO 	Circle 	4 seconds 	Large round light came from above in one smooth 3-4 second movement, 	7/22/16
7/18/16 20:00 	Collegeville 	PA 	Changing 	3 minutes 	Hovering ufo started to move, and then transformed into a plane. ((NUFORC Note: Landing lights, we believe. PD)) 	7/22/16
7/18/16 20:00 	Bangkok (Thailand) 	
	Teardrop 	Unknown 	5 tear-drop/fang-shaped objects in delta formation over Bangkok during heavy thunderstorm. 	7/22/16
7/18/16 19:00 	Ash 	NC 	Cigar 	3 minutes 	Smaller aircraft which had no noise with rotating white lights, accompanied but super large area of twinkling smaller lights. 	7/22/16
7/18/16 05:45 	Las Cruces 	NM 	Light 	2 secomds 	Bright green dot. Struck straight down for about a second and disappeared. 	7/22/16
7/18/16 03:57 	Toronto (Canada) 	ON 	Circle 	Seconds 	Light moving north-south to Lake Ontario and follow, for an instant, by a big Circle of Light 	7/22/16
7/18/16 02:30 	O'Fallon 	MO 	Teardrop 	4-5 seconds 	Nothing of this world I have seen or can rationalize. ((anonymous report)) 	7/22/16
7/18/16 01:20 	Maryville 	IL 	Sphere 	2 seconds 	Large orange sphere materialized over cornfield, sped off traveling S to N, disappeared in mid air 	8/2/16
7/18/16 00:25 	Fredricksburg 	VA 	Fireball 	4-5 minutes 	Orange circular fireballs moving across the sky. Looked like orange candle flames, surrounded by a light halo, and made no sound. 	7/22/16
7/17/16 22:39 	Winston-Salem 	NC 	Triangle 	1 minute 	I looked outside window like I always do at night and then I saw it above the trees and the lights fluttered back and forth. 	7/22/16
7/17/16 22:35 	New York City (over the Hudson) 	NY 	Egg 	30 minutes 	Huge Egg Shaped Glowing Hovering Behind Manhattan (Seen from Brooklyn: Bushwick Rooftop) 	7/22/16
7/17/16 22:00 	St. George 	UT 	Light 	1 hour + 	Strange fast moving craft seen over St. George, Utah. 	7/22/16
7/17/16 22:00 	Anaheim (NE of) 	CA 	Fireball 	30 seconds 	UFO on fire. 	8/2/16
7/17/16 21:30 	Fairfield 	ME 	Circle 	90 minutes 	White 'stars' that suddenly appear out of nowhere and begin zooming across the sky, sharp turns. ((NUFORC Note: Satellites?? PD)) 	7/22/16
7/17/16 21:30 	Ansonia 	CT 	Unknown 	3 minutes 	((HOAX?? Photo looks bogus.)) Pink ufo made of 7 round pink circles or blobs. ((anonymous report)) 	7/22/16
7/17/16 21:00 	Stockholm 	NJ 	Light 	~2 hours 	Star-like light. 	7/22/16
7/17/16 21:00 	New York City (Bronx) 	NY 	Circle 	2 hours 	Object hovering over NYC 	7/22/16
7/17/16 21:00 	Firth 	ID 	Circle 	21:01 	((HOAX??)) Bright blue green ball of light. It was bright to where u could not miss it sat there for 10 seconds. ((anonymous report)) 	7/22/16
7/17/16 21:00 	Milan 	NH 	Circle 	3 minutes 	Saw one red circle on the right and then a second light appeared near the other red light. ((anonymous report)) 	7/22/16
7/17/16 20:06 	Trezevant 	TN 	Light 	~90 seconds 	Orb of light appears in western sky near sunset when planes are in sky, then disappears after a few seconds. 	7/22/16
7/17/16 18:30 	Garden City 	MI 	Disk 	5 seconds 	Disk shaped object seen in the sky. 	7/22/16
7/17/16 18:30 	Huntingdon 	PA 	Cigar 	15 seconds 	Cigar shaped silver object in northeast moving quickly. 	7/22/16
7/17/16 16:00 	Quartzsite 	AZ 	Unknown 	Unknown 	I did not witness anything while I was shooting my photos,I took them blindly of the bright sky. ((NUFORC Note: Lens flares. PD)) 	7/22/16
7/17/16 15:30 	Fairfield 	ME 	Circle 	4 minutes 	Black dot the size of a star appeared and began to shine a green light intermittently as it flew over the Kennebec River to N. 	7/22/16
7/17/16 03:00 	Boise 	ID 	Light 	15 minutes 	Odd Moving Glittery Light. 	7/22/16
7/17/16 01:00 	Severn 	MD 	Circle 	1 minute 	Orange craft, higher than most airplanes flying to BWI, No trail, disappeared into a cloud, never re-emerged. No sound emanating from c 	7/22/16
7/16/16 23:50 	St. James 	NY 	Cone 	1 minute 	Cone-shaped light with cluster of lights around it, orange lights. ((anonymous report)) 	7/22/16
7/16/16 23:34 	New York City 	NY 	Light 	~5 minutes 	White lights seen flying slowly over Manhattan or Brooklyn, NY 	7/22/16
7/16/16 23:30 	Sooke (Canada) 	BC 	Circle 	15 seconds 	Bright green sphere with long trailing tracer making 90 deg turns moving at a very high rate of speed across the night sky 	7/22/16
7/16/16 23:15 	Concord 	NH 	Unknown 	2 minutes 	Three red lights sighted, forming a triangle in the sky. 	7/22/16
7/16/16 23:00 	Murphysboro 	IL 	Light 	30 seconds 	Bright ball of light seen above the horizon line, zoomed away quicker than possible. 	8/16/16
7/16/16 22:30 	Xenia 	OH 	Other 	30 minutes 	Orange lighted flying object observed. 	7/22/16
7/16/16 22:30 	New York City 	NY 	Sphere 	>10 minutes 	Seen from my balcony, two bright red spheres (no blinking lights) followed an erratic flight path, or remained stationary. 	7/22/16
7/16/16 22:20 	Clinton Township 	MI 	Formation 	2-3 minutes 	4 amber/red lights in a square formation. 	7/22/16
7/16/16 22:15 	Virginia Beach 	VA 	Circle 	3 minutes 	Yellow blinking light moving at high speed. 	7/22/16
7/16/16 21:30 	Shorewood 	IL 	Light 	5 minutes 	Very bright red light moving slowly E to W, then went straight up and disappeared. ((NUFORC Note: Witness is commercial pilot. PD)) 	8/4/16
7/16/16 21:00 	Gray 	TN 	Fireball 	1 minute 	Right at dusk my 2 roommates and I were driving to our home and we saw a red light, at first we thought it may have been a towers light 	7/22/16
7/16/16 20:00 	Eugene 	OR 	Fireball 	3 seconds 	Fireball seen soaring across the sky. Aircraft seen chasing it. 	7/22/16
7/16/16 19:50 	Tryon Equestrian Center 	NC 	Disk 	3 minutes 	My English is not too good, but I saw aroun 8 disc & they flew erratic thats why caught my atencion. 	7/22/16
7/16/16 19:45 	Vilnius (Lithuania) 	
	Other 	30 minutes 	Star-looking dots, dimming into distance of the clear sky. 	7/22/16
7/16/16 19:30 	Waupaca 	WI 	Teardrop 	30 minutes 	Saw multiple flying objects; first there were three and then one and then 3 again. Heading toward Iola. ((anonymous report)) 	8/19/16
7/16/16 13:00 	Vancouver 	WA 	Oval 	1 minutes 	Driving down to downtown Vancouver, WA, seen a blimp shaped object towards west hills of Portland. ((anonymous report)) 	7/22/16
7/16/16 12:45 	Land O'Lakes 	FL 	Light 	20 minutes 	Red linear lights and golden organically moving light. 	7/22/16
7/16/16 03:30 	Rochester 	NH 	Teardrop 	20 minutes 	I caught it on my camera, its shooting around all different directions, almost looks like a dragon fly but a UFO sized one, it's changi 	7/22/16
7/16/16 03:00 	Hailey 	ID 	Light 	hours? 	Bright, white, blue and red flashing lights above Quigley Canyon in Hailey, Idaho. ((anonymous report)) 	7/22/16
7/16/16 02:00 	St. Augustine 	FL 	Disk 	30 minutes 	Two separate blue, red, and green flashing orbs over southwest St Johns County. 	7/22/16
7/16/16 00:18 	Mullingar (Ireland) 	
	Triangle 	24 seconds 	SOHO C3 data anomaly with 2 triangular craft and connecting energy beam 	8/2/16
7/16/16 00:00 	Bowling Green 	KY 	Other 	2 minutes 	A low flying matchstick with a flame moving east! ((anonymous report)) 	7/22/16
7/15/16 23:50 	Charlotte 	NC 	Triangle 	45 seconds 	3 orange/yellow lights in a triangle on E Independence. 	7/22/16
7/15/16 23:30 	Oakland 	NJ 	Circle 	1 minute 	Orange orb, silently crossed sky over Oakland, NJ, wsw to ene. 	7/22/16
7/15/16 23:00 	Waves 	NC 	Sphere 	3 minutes 	Translucent sphere with flame in the middle. 	7/22/16
7/15/16 22:30 	Denton 	TX 	Sphere 	1 minute 	10 solid not blinking orange lights moving from SE to NW in the night sky. Totally silent. An a/c moved from S to N at same time. 	7/22/16
7/15/16 22:30 	Big Lake 	AK 	Changing 	10 minutes 	Bright orange orbs in sky over tree line. 	7/22/16
7/15/16 22:15 	Anderson 	IN 	Sphere 	5 minutes 	A very bright white dot. 	7/22/16
7/15/16 21:05 	Broomfield 	CO 	Light 	15-20 minutes 	Addendum to previous report: These lights were first observed at a point nearly due S of my observation point in the backyard. 	7/22/16
7/15/16 21:05 	Broomfield 	CO 	Light 	15-20 minutes 	Formation of moving lights moving East to West across nearly the entire night sky. 	7/22/16
7/15/16 20:30 	Boise 	ID 	Oval 	2 hours 	Unkown object hovers in sky above prison complex. ((anonymous report)) 	7/22/16
7/15/16 20:10 	Edmonton 	AB 	Triangle 	4-6 minutes 	Triangle of pulsating lights (plus 2 below). Lights appeared towards the tail end of the storm clouds. 	7/22/16
7/15/16 13:25 	Tulare 	CA 	Cigar 	1 minute 	Shiny, cigar-shaped, object hovering. 	7/22/16
7/15/16 04:45 	San diego 	CA 	Triangle 	1 minute 	Triangular UFO. ((anonymous report)) 	7/22/16
7/15/16 03:00 	Hasty 	CO 	Rectangle 	5 minutes 	Oval craft hovering 4ft off ground. 8ft to the right was a "grey." ((anonymous report)) 	7/22/16
7/15/16 02:38 	Tehran (Iran) 	
	Light 	5 minutes 	Two yellow light subjects with stable speed but changing their place with each other crossed the sky in a straight way @ a/c alt.. 	7/15/16
